2023-06-12 16:07:53.361847	https://www.encodeproject.org/report/?type=File&assembly=GRCh38&assay_title=TF+ChIP-seq&file_format=bam&output_type=alignments&biosample_ontology.term_name=K562&biosample_ontology.term_name=A549&biosample_ontology.term_name=MCF-7&biosample_ontology.term_name=HeLa-S3&biosample_ontology.term_name=SK-N-SH&biosample_ontology.term_name=HCT116&limit=all
ID	Title	Accession	Dataset	Genome assembly	Technical replicates	Biological replicates	File Format	File type	File format type	File size	Assay term name	Biosample name	Organ	Simple biosample summary	Batch	Target label	Download URL	Derived from	Genome annotation	Library	Paired end identifier	Paired with	Preferred Default	Run type	Read length	Mapped read length (nt)	Cropped read length (nt)	Cropped read length tolerance (nt)	Mapped run type for bam files	Read length units	Output category	Output type	Index of	QC Metric	Lab	Project	Analysis step run	Date created	Analysis step version	Restricted file	Submitter comment	Status	Annotation type	Annotation subtype	Biochemical activity	Encyclopedia version
/files/ENCFF144YEF/	ENCFF144YEF	ENCFF144YEF	/experiments/ENCSR078POK/	GRCh38	1_1	1	bam	bam		741423691	ChIP-seq	A549	lung	treated with 100 nM dexamethasone (agonist) for 4 hours	/biosamples/ENCBS366JKZ/	HES2	/files/ENCFF144YEF/@@download/ENCFF144YEF.bam	/files/ENCFF280YQX/,/files/ENCFF110MCL/								51	51	2	single-ended	nt	alignment	alignments		/chip-alignment-enrichment-quality-metrics/95b7eb58-795c-4d1b-8d47-9e99d7af2946/,/chip-library-quality-metrics/720123e3-d050-4994-8a67-d0161725e147/,/chip-alignment-quality-metrics/13986255-68e9-40a0-bdde-4a2b04a7b2cd/	ENCODE Processing Pipeline	ENCODE	/analysis-step-runs/00584fbd-39bb-41a3-b44e-27cec0908d5f/	2021-01-01T03:14:59.645185+00:00	/analysis-step-versions/chip-seq-alignment-step-v-2-0/			released				
/files/ENCFF532CPG/	ENCFF532CPG	ENCFF532CPG	/experiments/ENCSR331BDJ/	GRCh38	1_1	1	bam	bam		4073116250	ChIP-seq	K562	blood,bodily fluid		/biosamples/ENCBS465MWC/	NKRF	/files/ENCFF532CPG/@@download/ENCFF532CPG.bam	/files/ENCFF110MCL/,/files/ENCFF735DMN/,/files/ENCFF708VCO/								100	100	2	paired-ended	nt	alignment	alignments		/chip-alignment-quality-metrics/e3aae518-8189-46b5-82ad-9d3e0af2777a/,/chip-alignment-enrichment-quality-metrics/ce90e7ca-bdac-4e39-9d25-17da05c3432f/,/chip-library-quality-metrics/55671335-bc9a-4988-a830-cc9a28554dfd/	ENCODE Processing Pipeline	ENCODE	/analysis-step-runs/381b36ba-71df-44ea-ba6f-4c1838172394/	2020-12-30T09:36:47.420275+00:00	/analysis-step-versions/chip-seq-alignment-step-v-2-0/			released				
/files/ENCFF511GBG/	ENCFF511GBG	ENCFF511GBG	/experiments/ENCSR288MOZ/	GRCh38	1_1	1	bam	bam		5948754722	ChIP-seq	K562	blood,bodily fluid		/biosamples/ENCBS320BUL/	LARP7	/files/ENCFF511GBG/@@download/ENCFF511GBG.bam	/files/ENCFF110MCL/,/files/ENCFF324CSR/,/files/ENCFF351HKA/								100	100	2	paired-ended	nt	alignment	alignments		/chip-alignment-quality-metrics/f5c83c05-d229-43b9-8e23-500a8d555d93/,/chip-alignment-enrichment-quality-metrics/9e31f6aa-d9a1-48e8-82ad-d7b8909980b4/,/chip-library-quality-metrics/226040fb-d249-4c62-8e6e-51b80889c096/	ENCODE Processing Pipeline	ENCODE	/analysis-step-runs/aaf9b1db-0681-4d65-bdeb-0fcb0a5e1d2b/	2020-12-30T17:27:33.142178+00:00	/analysis-step-versions/chip-seq-alignment-step-v-2-0/			released				
/files/ENCFF834TWF/	ENCFF834TWF	ENCFF834TWF	/experiments/ENCSR673OGC/	GRCh38	2_1	2	bam	bam		500941647	ChIP-seq	A549	lung	treated with 100 nM dexamethasone (agonist) for 10 hours	/biosamples/ENCBS308VXK/	BCL3	/files/ENCFF834TWF/@@download/ENCFF834TWF.bam	/files/ENCFF438YAV/,/files/ENCFF110MCL/								51	51	2	single-ended	nt	alignment	alignments		/chip-alignment-quality-metrics/8dce987f-9120-4838-9e98-0064a3a983c5/,/chip-library-quality-metrics/46f7abba-5a67-4cbf-805d-92158eb67ab3/,/chip-alignment-enrichment-quality-metrics/74037d37-d92f-49af-9be8-cc991aa73c28/	ENCODE Processing Pipeline	ENCODE	/analysis-step-runs/e30ff6cf-2a9b-4f72-ad3a-c04300b6fe9c/	2020-12-31T17:57:19.295650+00:00	/analysis-step-versions/chip-seq-alignment-step-v-2-0/			released				
/files/ENCFF388LHG/	ENCFF388LHG	ENCFF388LHG	/experiments/ENCSR110UPH/	GRCh38	3_1	3	bam	bam		710450738	ChIP-seq	A549	lung	treated with 100.0 nM dexamethasone (agonist) for 5.0 minutes	/biosamples/ENCBS242SAZ/	JUN	/files/ENCFF388LHG/@@download/ENCFF388LHG.bam	/files/ENCFF091UGX/,/files/ENCFF110MCL/								51	51	2	single-ended	nt	alignment	alignments		/chip-alignment-enrichment-quality-metrics/8bdd9696-7088-447e-995b-18791c904faa/,/chip-alignment-quality-metrics/5c46f9d3-d955-43fe-8248-bb18677feb02/,/chip-library-quality-metrics/12ecb77b-abb2-4517-9870-c41604b6ecb8/	ENCODE Processing Pipeline	ENCODE	/analysis-step-runs/47b8760e-842d-4b5d-8d29-01c214b3dd95/	2021-01-01T02:29:00.782273+00:00	/analysis-step-versions/chip-seq-alignment-step-v-2-0/			released				
/files/ENCFF694PCO/	ENCFF694PCO	ENCFF694PCO	/experiments/ENCSR948JXU/	GRCh38	1_1	1	bam	bam		663739474	ChIP-seq	A549	lung	treated with 100 nM dexamethasone (agonist) for 5 hours	/biosamples/ENCBS133IJF/	BCL3	/files/ENCFF694PCO/@@download/ENCFF694PCO.bam	/files/ENCFF110MCL/,/files/ENCFF216JQO/								51	51	2	single-ended	nt	alignment	alignments		/chip-library-quality-metrics/75ee2ed8-fa00-48dd-84c9-c8e37558acf1/,/chip-alignment-enrichment-quality-metrics/9555e964-1c3d-489a-9b2e-1f4077bc2841/,/chip-alignment-quality-metrics/62e8a650-9a07-4db1-a07f-003c6ae16e1c/	ENCODE Processing Pipeline	ENCODE	/analysis-step-runs/bea4f443-6021-4ecd-9ef9-50347e737c9f/	2021-01-01T21:03:22.781138+00:00	/analysis-step-versions/chip-seq-alignment-step-v-2-0/			released				
/files/ENCFF040NIB/	ENCFF040NIB	ENCFF040NIB	/experiments/ENCSR904OTM/	GRCh38	3_1	3	bam	bam		582001697	ChIP-seq	A549	lung	treated with 100 nM dexamethasone (agonist) for 2 hours	/biosamples/ENCBS465DXD/	BCL3	/files/ENCFF040NIB/@@download/ENCFF040NIB.bam	/files/ENCFF253KJG/,/files/ENCFF110MCL/								51	51	2	single-ended	nt	alignment	alignments		/chip-alignment-enrichment-quality-metrics/5d1330a3-c58b-401a-9b13-0525b9839978/,/chip-library-quality-metrics/d16e9fe7-e71c-4f3a-8c01-562badb2ee5f/,/chip-alignment-quality-metrics/c4a75406-7dc4-435c-a091-6e151d492b6c/	ENCODE Processing Pipeline	ENCODE	/analysis-step-runs/9c99eacc-1f06-4395-82f2-722e3be75aa5/	2021-01-01T22:23:31.008462+00:00	/analysis-step-versions/chip-seq-alignment-step-v-2-0/			released				
/files/ENCFF272JSW/	ENCFF272JSW	ENCFF272JSW	/experiments/ENCSR215UXN/	GRCh38	3_1	3	bam	bam		695210539	ChIP-seq	A549	lung	treated with 100 nM dexamethasone (agonist) for 1 hour	/biosamples/ENCBS509FZP/	BCL3	/files/ENCFF272JSW/@@download/ENCFF272JSW.bam	/files/ENCFF771JVN/,/files/ENCFF110MCL/								51	51	2	single-ended	nt	alignment	alignments		/chip-alignment-enrichment-quality-metrics/408a5689-9e5d-446d-83f2-284813909ba8/,/chip-alignment-quality-metrics/33b201e6-a7bd-48bb-889f-cd3d9f41d594/,/chip-library-quality-metrics/49d44151-ab28-4cb4-a87d-13bfd1786bed/	ENCODE Processing Pipeline	ENCODE	/analysis-step-runs/d294e841-b3e0-477c-87f9-88b5388f9f98/	2020-12-31T23:06:01.627616+00:00	/analysis-step-versions/chip-seq-alignment-step-v-2-0/			released				
/files/ENCFF684SVK/	ENCFF684SVK	ENCFF684SVK	/experiments/ENCSR150EFU/	GRCh38	3_1	3	bam	bam		720119696	ChIP-seq	A549	lung		/biosamples/ENCBS975BCL/	SMC3	/files/ENCFF684SVK/@@download/ENCFF684SVK.bam	/files/ENCFF244IOQ/,/files/ENCFF110MCL/								51	51	2	single-ended	nt	alignment	alignments		/chip-alignment-quality-metrics/c81effc1-905c-4d2f-b2cd-ef912920a080/,/chip-alignment-enrichment-quality-metrics/86d7428a-74b1-4c33-af0b-e95729af6f00/,/chip-library-quality-metrics/3f6e37cf-35c0-48e8-80f5-f6db5b345682/	ENCODE Processing Pipeline	ENCODE	/analysis-step-runs/ebfa8119-41a6-4fb8-bb98-b51eab378297/	2021-01-01T01:37:48.897800+00:00	/analysis-step-versions/chip-seq-alignment-step-v-2-0/			released				
/files/ENCFF570IMA/	ENCFF570IMA	ENCFF570IMA	/experiments/ENCSR090RGB/	GRCh38	2_1	2	bam	bam		759014420	ChIP-seq	A549	lung	treated with 100 nM dexamethasone (agonist) for 10 hours	/biosamples/ENCBS202SSL/	JUN	/files/ENCFF570IMA/@@download/ENCFF570IMA.bam	/files/ENCFF984CIU/,/files/ENCFF110MCL/								51	51	2	single-ended	nt	alignment	alignments		/chip-alignment-enrichment-quality-metrics/b9003290-240f-48e1-998f-bc46f1245224/,/chip-library-quality-metrics/5918e605-f293-4e87-bddf-1c2eb3adf582/,/chip-alignment-quality-metrics/ea2c2f5e-543f-4860-997b-5e817d4817ed/	ENCODE Processing Pipeline	ENCODE	/analysis-step-runs/432fe8ae-68e2-4665-88b1-2798fd6e19c6/	2021-01-01T02:59:36.816223+00:00	/analysis-step-versions/chip-seq-alignment-step-v-2-0/			released				
/files/ENCFF562GXC/	ENCFF562GXC	ENCFF562GXC	/experiments/ENCSR090RGB/	GRCh38	1_1	1	bam	bam		778602005	ChIP-seq	A549	lung	treated with 100 nM dexamethasone (agonist) for 10 hours	/biosamples/ENCBS047ROF/	JUN	/files/ENCFF562GXC/@@download/ENCFF562GXC.bam	/files/ENCFF482ITW/,/files/ENCFF110MCL/								51	51	2	single-ended	nt	alignment	alignments		/chip-alignment-quality-metrics/ff017eba-ff57-4c5c-b9dc-b522e03a093b/,/chip-library-quality-metrics/238bf3b8-5490-4fec-90ba-c6015ce6b400/,/chip-alignment-enrichment-quality-metrics/4f364859-116c-4545-8626-a4846f1aee82/	ENCODE Processing Pipeline	ENCODE	/analysis-step-runs/432fe8ae-68e2-4665-88b1-2798fd6e19c6/	2021-01-01T02:59:34.536326+00:00	/analysis-step-versions/chip-seq-alignment-step-v-2-0/			released				
/files/ENCFF296JVB/	ENCFF296JVB	ENCFF296JVB	/experiments/ENCSR186IQL/	GRCh38	1_1	1	bam	bam		558310718	ChIP-seq	A549	lung	treated with 100 nM dexamethasone (agonist) for 6 hours	/biosamples/ENCBS726LXJ/	BCL3	/files/ENCFF296JVB/@@download/ENCFF296JVB.bam	/files/ENCFF436EYQ/,/files/ENCFF110MCL/								51	51	2	single-ended	nt	alignment	alignments		/chip-alignment-enrichment-quality-metrics/d27bc399-f457-4461-b207-c1530e3df421/,/chip-library-quality-metrics/26e6a214-e702-4a44-b4e2-55909fd1fb73/,/chip-alignment-quality-metrics/76faea75-a5dc-4c8f-9d35-193b72ab1966/	ENCODE Processing Pipeline	ENCODE	/analysis-step-runs/710e776e-ba20-4084-8dd3-5a8352b7e0e3/	2021-01-01T00:24:27.387330+00:00	/analysis-step-versions/chip-seq-alignment-step-v-2-0/			released				
/files/ENCFF725XZU/	ENCFF725XZU	ENCFF725XZU	/experiments/ENCSR186IQL/	GRCh38	2_1	2	bam	bam		617449499	ChIP-seq	A549	lung	treated with 100 nM dexamethasone (agonist) for 6 hours	/biosamples/ENCBS911UKO/	BCL3	/files/ENCFF725XZU/@@download/ENCFF725XZU.bam	/files/ENCFF640TGQ/,/files/ENCFF110MCL/								51	51	2	single-ended	nt	alignment	alignments		/chip-library-quality-metrics/4d3e9ca7-5aab-4130-a141-77214a825440/,/chip-alignment-quality-metrics/5f2f8116-34d4-45aa-891e-46d2d8835d9a/,/chip-alignment-enrichment-quality-metrics/0aa019c4-56ba-4716-8704-626a735f0e18/	ENCODE Processing Pipeline	ENCODE	/analysis-step-runs/710e776e-ba20-4084-8dd3-5a8352b7e0e3/	2021-01-01T00:24:30.096014+00:00	/analysis-step-versions/chip-seq-alignment-step-v-2-0/			released				
/files/ENCFF052OQL/	ENCFF052OQL	ENCFF052OQL	/experiments/ENCSR090RGB/	GRCh38	3_1	3	bam	bam		849626407	ChIP-seq	A549	lung	treated with 100 nM dexamethasone (agonist) for 10 hours	/biosamples/ENCBS133PHP/	JUN	/files/ENCFF052OQL/@@download/ENCFF052OQL.bam	/files/ENCFF857OSU/,/files/ENCFF110MCL/								51	51	2	single-ended	nt	alignment	alignments		/chip-alignment-quality-metrics/0fbbb231-e072-431c-ba9c-173a45ea0c98/,/chip-alignment-enrichment-quality-metrics/14eeed5d-380e-4522-aba8-c886da89b7a6/,/chip-library-quality-metrics/a1abc4a2-1f20-420d-a626-70f1c5297634/	ENCODE Processing Pipeline	ENCODE	/analysis-step-runs/432fe8ae-68e2-4665-88b1-2798fd6e19c6/	2021-01-01T02:59:39.007328+00:00	/analysis-step-versions/chip-seq-alignment-step-v-2-0/			released				
/files/ENCFF870HZY/	ENCFF870HZY	ENCFF870HZY	/experiments/ENCSR318LVG/	GRCh38	2_1	2	bam	bam		6294716990	ChIP-seq	MCF-7	mammary gland,epithelium,exocrine gland		/biosamples/ENCBS705BBA/	ZBTB40	/files/ENCFF870HZY/@@download/ENCFF870HZY.bam	/files/ENCFF788CVF/,/files/ENCFF094OAY/,/files/ENCFF110MCL/								100	100	2	paired-ended	nt	alignment	alignments		/chip-alignment-enrichment-quality-metrics/f1d62bdb-f204-413c-86f4-8a50e1e666d7/,/chip-alignment-quality-metrics/14ec0132-d99c-4f20-b3e7-291ba02f7ce9/,/chip-library-quality-metrics/c2623021-65a2-470d-8206-7762b51b49fe/	ENCODE Processing Pipeline	ENCODE	/analysis-step-runs/6addb0a8-f4ca-4e92-ace7-8b260d535b55/	2020-12-30T03:05:29.670579+00:00	/analysis-step-versions/chip-seq-alignment-step-v-2-0/			released				
/files/ENCFF232EII/	ENCFF232EII	ENCFF232EII	/experiments/ENCSR502NRF/	GRCh38	1_1	1	bam	bam		4430797972	ChIP-seq	MCF-7	mammary gland,epithelium,exocrine gland		/biosamples/ENCBS148TCA/	ELF1	/files/ENCFF232EII/@@download/ENCFF232EII.bam	/files/ENCFF071LVJ/,/files/ENCFF110MCL/,/files/ENCFF932LBZ/								100	100	2	paired-ended	nt	alignment	alignments		/chip-library-quality-metrics/d6319f77-a20d-4766-b5cb-1238081aa26f/,/chip-alignment-quality-metrics/ac16374b-d286-4959-b67a-ce7bc02f42d7/,/chip-alignment-enrichment-quality-metrics/f3a3b7ef-74d4-4ab1-b093-32570aab131e/	ENCODE Processing Pipeline	ENCODE	/analysis-step-runs/bc5cd9a4-649e-4eb4-9532-7b26a191ea0f/	2020-12-30T12:01:29.417704+00:00	/analysis-step-versions/chip-seq-alignment-step-v-2-0/			released				
/files/ENCFF144PXM/	ENCFF144PXM	ENCFF144PXM	/experiments/ENCSR044IFH/	GRCh38	1_1	1	bam	bam		1021699771	ChIP-seq	A549	lung	treated with 100.0 nM dexamethasone (agonist) for 25.0 minutes	/biosamples/ENCBS461AUZ/	EP300	/files/ENCFF144PXM/@@download/ENCFF144PXM.bam	/files/ENCFF110MCL/,/files/ENCFF073WOG/								51	51	2	single-ended	nt	alignment	alignments		/chip-alignment-quality-metrics/87dfc8fc-9e9f-4377-aa91-27983c976ea6/,/chip-alignment-enrichment-quality-metrics/b457c0dc-a209-4873-8a1b-772be580adb6/,/chip-library-quality-metrics/f91964ce-b607-4ed8-b739-185aa1f0d573/	ENCODE Processing Pipeline	ENCODE	/analysis-step-runs/7175f43e-4b87-4395-b7d7-58b16a7064ec/	2021-01-01T04:14:28.625155+00:00	/analysis-step-versions/chip-seq-alignment-step-v-2-0/			released				
/files/ENCFF081LRD/	ENCFF081LRD	ENCFF081LRD	/experiments/ENCSR070VXO/	GRCh38	3_1	3	bam	bam		867935443	ChIP-seq	A549	lung	treated with 100.0 nM dexamethasone (agonist) for 25.0 minutes	/biosamples/ENCBS620RNZ/	NR3C1	/files/ENCFF081LRD/@@download/ENCFF081LRD.bam	/files/ENCFF110MCL/,/files/ENCFF296EUC/								51	51	2	single-ended	nt	alignment	alignments		/chip-library-quality-metrics/ac2df210-4beb-42d5-acfc-1c89f82fdef9/,/chip-alignment-quality-metrics/2e4e9c57-8a2c-4b1a-9f05-77cefef28bab/,/chip-alignment-enrichment-quality-metrics/0351aed8-0ef7-4eff-ab71-a43467858d42/	ENCODE Processing Pipeline	ENCODE	/analysis-step-runs/4cf1b060-3fb7-46f7-bee6-2bf321ffc479/	2021-01-01T03:25:19.973405+00:00	/analysis-step-versions/chip-seq-alignment-step-v-2-0/			released				
